Fecha,Hora,Meas1,Meas2
2024-09-29,22:32:58,0.0,0.0
2024-09-29,22:32:58,0.0,0.0
2024-09-29,22:32:59,0.0,0.0
2024-09-29,22:32:59,0.0,0.0
2024-09-29,22:32:59,0.0,0.0
2024-09-29,22:32:59,0.0,0.0
2024-09-29,22:33:00,0.0,0.0
2024-09-29,22:33:00,0.0,0.0
2024-09-29,22:33:00,0.0,0.0
2024-09-29,22:33:00,0.0,0.0
2024-09-29,22:33:00,0.0,0.0
2024-09-29,22:33:01,0.0,0.0
2024-09-29,22:33:01,0.0,0.0
2024-09-29,22:33:01,0.0,0.0
2024-09-29,22:33:05,0.0,0.0
2024-09-29,22:33:05,0.0,0.0
2024-09-29,22:33:05,0.0,0.0
2024-09-29,22:33:06,0.0,0.0
2024-09-29,22:33:06,0.0,0.0
2024-09-29,22:33:06,0.0,0.0
2024-09-29,22:33:06,0.0,0.0
2024-09-29,22:33:06,0.0,0.0
2024-09-29,22:33:07,0.0,0.0
2024-09-29,22:33:07,0.0,0.0
2024-09-29,22:33:07,0.0,0.0
2024-09-29,22:33:07,0.0,0.0
2024-09-29,22:33:08,0.0,0.0
2024-09-29,22:33:08,0.0,0.0
2024-09-29,22:33:08,0.0,0.0
2024-09-29,22:33:08,0.0,0.0
2024-09-29,22:33:08,0.0,0.0
2024-09-29,22:33:09,0.0,0.0
2024-09-29,22:33:09,0.0,0.0
2024-09-29,22:33:09,0.0,0.0
2024-09-29,22:33:09,0.0,0.0
2024-09-29,22:33:09,0.0,0.0
2024-09-29,22:33:10,0.0,0.0
2024-09-29,22:33:10,0.0,0.0
2024-09-29,22:33:10,0.0,0.0
2024-09-29,22:33:10,0.0,0.0
2024-09-29,22:33:10,0.0,0.0
2024-09-29,22:33:11,0.0,0.0
2024-09-29,22:33:11,0.0,0.0
2024-09-29,22:33:11,0.0,0.0
2024-09-29,22:33:11,0.0,0.0
2024-09-29,22:33:11,0.0,0.0
2024-09-29,22:33:12,0.0,0.0
2024-09-29,22:33:12,0.0,0.0
2024-09-29,22:33:16,0.0,0.0
2024-09-29,22:33:16,0.0,0.0
2024-09-29,22:33:16,0.0,0.0
2024-09-29,22:33:17,0.0,0.0
2024-09-29,22:33:17,0.0,0.0
2024-09-29,22:33:17,0.0,0.0
2024-09-29,22:33:17,0.0,0.0
2024-09-29,22:33:17,0.0,0.0
2024-09-29,22:33:18,0.0,0.0
2024-09-29,22:33:18,0.0,0.0
2024-09-29,22:33:18,0.0,0.0
2024-09-29,22:33:18,0.0,0.0
2024-09-29,22:33:18,0.0,0.0
2024-09-29,22:33:19,0.0,0.0
2024-09-29,22:33:19,0.0,0.0
2024-09-29,22:33:19,0.0,0.0
2024-09-29,22:33:19,0.0,0.0
2024-09-29,22:33:19,0.0,0.0
2024-09-29,22:33:20,0.0,0.0
2024-09-29,22:33:20,0.0,0.0
2024-09-29,22:33:20,0.0,0.0
2024-09-29,22:33:20,0.0,0.0
2024-09-29,22:33:20,0.0,0.0
2024-09-29,22:33:21,0.0,0.0
2024-09-29,22:33:21,0.0,0.0
2024-09-29,22:33:21,0.0,0.0
2024-09-29,22:33:21,0.0,0.0
2024-09-29,22:33:22,0.0,0.0
2024-09-29,22:33:22,0.0,0.0
2024-09-29,22:33:22,0.0,0.0
2024-09-29,22:33:22,0.0,0.0
2024-09-29,22:33:22,0.0,0.0
2024-09-29,22:33:23,0.0,0.0
2024-09-29,22:33:23,0.0,0.0
2024-09-29,22:33:27,0.0,0.0
2024-09-29,22:33:27,0.0,0.0
2024-09-29,22:33:27,0.0,0.0
2024-09-29,22:33:27,0.0,0.0
2024-09-29,22:33:28,0.0,0.0
2024-09-29,22:33:28,0.0,0.0
2024-09-29,22:33:28,0.0,0.0
2024-09-29,22:33:28,0.0,0.0
2024-09-29,22:33:28,0.0,0.0
2024-09-29,22:33:29,0.0,0.0
2024-09-29,22:33:29,0.0,0.0
2024-09-29,22:33:29,0.0,0.0
2024-09-29,22:33:29,0.0,0.0
2024-09-29,22:33:30,0.0,0.0
2024-09-29,22:33:30,0.0,0.0
2024-09-29,22:33:30,0.0,0.0
2024-09-29,22:33:30,0.0,0.02
2024-09-29,22:33:30,0.0,0.0
2024-09-29,22:33:31,0.0,0.0
2024-09-29,22:33:31,0.0,0.0
2024-09-29,22:33:31,0.0,0.0
2024-09-29,22:33:31,0.0,0.0
2024-09-29,22:33:31,0.0,0.0
2024-09-29,22:33:32,0.0,0.0
2024-09-29,22:33:32,0.0,0.0
2024-09-29,22:33:32,0.0,0.0
2024-09-29,22:33:32,0.0,0.0
2024-09-29,22:33:32,0.06,0.0
2024-09-29,22:33:33,0.0,0.0
2024-09-29,22:33:33,0.0,0.0
2024-09-29,22:33:33,0.0,0.0
2024-09-29,22:33:33,0.06,0.0
2024-09-29,22:33:33,0.06,0.0
2024-09-29,22:33:34,0.07,0.0
2024-09-29,22:33:38,0.0,0.0
2024-09-29,22:33:38,0.0,0.0
2024-09-29,22:33:38,0.0,0.0
2024-09-29,22:33:38,0.0,0.0
2024-09-29,22:33:39,0.0,0.0
2024-09-29,22:33:39,0.0,0.0
2024-09-29,22:33:39,0.0,0.0
2024-09-29,22:33:39,0.0,0.0
2024-09-29,22:33:39,0.0,0.0
2024-09-29,22:33:40,0.0,0.0
2024-09-29,22:33:40,0.0,0.0
2024-09-29,22:33:40,0.0,0.0
2024-09-29,22:33:40,0.0,0.0
2024-09-29,22:33:40,0.0,0.0
2024-09-29,22:33:41,0.0,0.0
2024-09-29,22:33:41,0.0,0.0
2024-09-29,22:33:41,0.0,0.0
2024-09-29,22:33:41,0.0,0.0
2024-09-29,22:33:41,0.0,0.0
2024-09-29,22:33:42,0.0,0.0
2024-09-29,22:33:42,0.0,0.0
2024-09-29,22:33:42,0.0,0.0
2024-09-29,22:33:42,0.0,0.0
2024-09-29,22:33:42,0.0,0.0
2024-09-29,22:33:43,0.0,0.0
2024-09-29,22:33:43,0.0,0.0
2024-09-29,22:33:43,0.0,0.0
2024-09-29,22:33:43,0.0,0.0
2024-09-29,22:33:44,0.0,0.0
2024-09-29,22:33:44,0.0,0.0
2024-09-29,22:33:44,0.0,0.0
2024-09-29,22:33:44,0.0,0.0
2024-09-29,22:33:44,0.0,0.0
2024-09-29,22:33:45,0.0,0.0
2024-09-29,22:33:49,0.0,0.0
2024-09-29,22:33:49,0.0,0.0
2024-09-29,22:33:49,0.0,0.0
2024-09-29,22:33:49,0.0,0.0
2024-09-29,22:33:49,0.0,0.0
2024-09-29,22:33:50,0.0,0.0
2024-09-29,22:33:50,0.0,0.0
2024-09-29,22:33:50,0.0,0.0
2024-09-29,22:33:50,0.0,0.0
2024-09-29,22:33:50,0.0,0.0
2024-09-29,22:33:51,0.0,0.0
2024-09-29,22:33:51,0.0,0.0
2024-09-29,22:33:51,0.0,0.0
2024-09-29,22:33:51,0.0,0.0
2024-09-29,22:33:52,0.0,0.0
2024-09-29,22:33:52,0.0,0.0
2024-09-29,22:33:52,0.0,0.0
2024-09-29,22:33:52,0.0,0.0
2024-09-29,22:33:52,0.0,0.0
2024-09-29,22:33:53,0.0,0.0
2024-09-29,22:33:53,0.0,0.0
2024-09-29,22:33:53,0.0,0.0
2024-09-29,22:33:53,0.0,0.0
2024-09-29,22:33:53,0.0,0.0
2024-09-29,22:33:54,0.0,0.0
2024-09-29,22:33:54,0.0,0.0
2024-09-29,22:33:54,0.0,0.0
2024-09-29,22:33:54,0.0,0.0
2024-09-29,22:33:54,0.0,0.0
2024-09-29,22:33:55,0.0,0.0
2024-09-29,22:33:55,0.0,0.0
2024-09-29,22:33:55,0.0,0.0
2024-09-29,22:33:55,0.0,0.0
2024-09-29,22:33:55,0.0,0.0
2024-09-29,22:33:59,0.0,0.0
2024-09-29,22:34:00,0.0,0.0
2024-09-29,22:34:00,0.0,0.0
2024-09-29,22:34:00,0.0,0.0
2024-09-29,22:34:00,0.0,0.0
2024-09-29,22:34:01,0.0,0.01
2024-09-29,22:34:01,0.0,0.0
2024-09-29,22:34:01,0.0,0.0
2024-09-29,22:34:01,0.0,0.0
2024-09-29,22:34:01,0.0,0.0
2024-09-29,22:34:02,0.0,0.0
2024-09-29,22:34:02,0.0,0.0
2024-09-29,22:34:02,0.0,0.0
2024-09-29,22:34:02,0.0,0.0
2024-09-29,22:34:02,0.0,0.0
2024-09-29,22:34:03,0.0,0.0
2024-09-29,22:34:03,0.0,0.0
2024-09-29,22:34:03,0.0,0.0
2024-09-29,22:34:03,0.0,0.0
2024-09-29,22:34:03,0.0,0.0
2024-09-29,22:34:04,0.0,0.0
2024-09-29,22:34:04,0.0,0.0
2024-09-29,22:34:04,0.0,0.0
2024-09-29,22:34:04,0.0,0.0
2024-09-29,22:34:04,0.0,0.0
2024-09-29,22:34:05,0.0,0.0
2024-09-29,22:34:05,0.0,0.0
2024-09-29,22:34:05,0.0,0.0
2024-09-29,22:34:05,0.0,0.0
2024-09-29,22:34:06,0.0,0.0
2024-09-29,22:34:06,0.0,0.0
2024-09-29,22:34:06,0.0,0.0
2024-09-29,22:34:06,0.0,0.0
2024-09-29,22:34:06,0.0,0.0
2024-09-29,22:34:10,0.0,0.0
2024-09-29,22:34:11,0.0,0.0
2024-09-29,22:34:11,0.0,0.0
2024-09-29,22:34:11,0.0,0.0
2024-09-29,22:34:11,0.0,0.0
2024-09-29,22:34:11,0.0,0.0
2024-09-29,22:34:12,0.0,0.0
2024-09-29,22:34:12,0.0,0.0
2024-09-29,22:34:12,0.0,0.0
2024-09-29,22:34:12,5.0,0.0
2024-09-29,22:34:12,5.0,0.0
2024-09-29,22:34:13,5.0,0.0
2024-09-29,22:34:13,5.0,0.0
2024-09-29,22:34:13,5.0,0.0
2024-09-29,22:34:13,5.0,0.0
2024-09-29,22:34:14,5.0,0.0
2024-09-29,22:34:14,5.0,0.0
2024-09-29,22:34:14,0.0,0.0
2024-09-29,22:34:14,0.0,0.0
2024-09-29,22:34:14,0.0,0.0
2024-09-29,22:34:15,0.0,0.0
2024-09-29,22:34:15,0.0,0.0
2024-09-29,22:34:15,0.0,0.0
2024-09-29,22:34:15,0.0,0.0
2024-09-29,22:34:15,0.0,0.0
2024-09-29,22:34:16,0.0,0.0
2024-09-29,22:34:16,4.37,0.0
2024-09-29,22:34:16,5.0,0.0
2024-09-29,22:34:16,5.0,0.0
2024-09-29,22:34:16,5.0,0.0
2024-09-29,22:34:17,0.0,0.0
2024-09-29,22:34:17,0.0,0.0
2024-09-29,22:34:17,0.0,0.0
2024-09-29,22:34:17,0.0,0.0
2024-09-29,22:34:21,5.0,0.0
2024-09-29,22:34:21,5.0,0.0
2024-09-29,22:34:22,5.0,0.0
2024-09-29,22:34:22,5.0,0.0
2024-09-29,22:34:22,5.0,0.0
2024-09-29,22:34:22,5.0,0.0
2024-09-29,22:34:23,0.0,0.0
2024-09-29,22:34:23,0.0,0.0
2024-09-29,22:34:23,0.0,0.0
2024-09-29,22:34:23,5.0,0.0
2024-09-29,22:34:23,5.0,0.0
2024-09-29,22:34:24,5.0,0.0
2024-09-29,22:34:24,0.0,0.0
2024-09-29,22:34:24,5.0,0.0
2024-09-29,22:34:24,5.0,0.0
2024-09-29,22:34:24,0.0,0.0
2024-09-29,22:34:25,0.0,0.0
2024-09-29,22:34:25,5.0,0.0
2024-09-29,22:34:25,0.0,0.0
2024-09-29,22:34:25,0.0,0.0
2024-09-29,22:34:25,5.0,0.0
2024-09-29,22:34:26,0.0,0.0
2024-09-29,22:34:26,5.0,0.0
2024-09-29,22:34:26,0.0,0.0
2024-09-29,22:34:26,0.0,0.0
2024-09-29,22:34:26,5.0,0.0
2024-09-29,22:34:27,0.01,0.0
2024-09-29,22:34:27,0.0,0.0
2024-09-29,22:34:27,0.0,0.0
2024-09-29,22:34:27,0.0,0.0
2024-09-29,22:34:28,0.0,0.0
2024-09-29,22:34:28,0.0,0.0
2024-09-29,22:34:28,0.0,0.0
2024-09-29,22:34:28,0.0,0.0
2024-09-29,22:34:32,0.0,5.0
2024-09-29,22:34:32,0.0,5.0
2024-09-29,22:34:33,0.0,5.0
2024-09-29,22:34:33,0.0,5.0
2024-09-29,22:34:33,0.0,5.0
2024-09-29,22:34:33,0.0,5.0
2024-09-29,22:34:33,0.0,0.0
2024-09-29,22:34:34,0.0,0.0
2024-09-29,22:34:34,0.0,0.0
2024-09-29,22:34:34,0.0,5.0
2024-09-29,22:34:34,0.0,0.0
2024-09-29,22:34:34,0.0,0.0
2024-09-29,22:34:35,0.0,5.0
2024-09-29,22:34:35,0.0,0.0
2024-09-29,22:34:35,0.0,0.0
2024-09-29,22:34:35,0.08,0.0
2024-09-29,22:34:35,0.0,0.0
2024-09-29,22:34:36,0.03,0.0
2024-09-29,22:34:36,0.01,0.0
2024-09-29,22:34:36,0.0,0.0
2024-09-29,22:34:36,0.0,0.0
2024-09-29,22:34:37,0.0,0.0
2024-09-29,22:34:37,0.0,0.0
2024-09-29,22:34:37,0.0,0.0
2024-09-29,22:34:37,0.0,0.0
2024-09-29,22:34:37,5.0,0.0
2024-09-29,22:34:38,5.0,0.0
2024-09-29,22:34:38,0.0,0.0
2024-09-29,22:34:38,0.0,0.0
2024-09-29,22:34:38,0.0,0.0
2024-09-29,22:34:38,0.0,0.0
2024-09-29,22:34:39,0.0,0.0
2024-09-29,22:34:39,0.0,0.0
2024-09-29,22:34:39,0.0,0.0
2024-09-29,22:34:43,0.0,0.0
2024-09-29,22:34:43,0.0,0.0
2024-09-29,22:34:43,0.0,0.0
2024-09-29,22:34:44,0.0,0.0
2024-09-29,22:34:44,0.0,0.0
2024-09-29,22:34:44,0.0,0.0
2024-09-29,22:34:44,0.0,0.0
2024-09-29,22:34:45,0.0,0.0
2024-09-29,22:34:45,0.0,0.0
2024-09-29,22:34:45,0.0,0.0
2024-09-29,22:34:45,0.0,0.0
2024-09-29,22:34:45,0.0,0.0
2024-09-29,22:34:46,0.0,0.0
2024-09-29,22:34:46,0.0,0.0
2024-09-29,22:34:46,0.0,0.0
2024-09-29,22:34:46,0.0,0.0
2024-09-29,22:34:46,0.0,0.0
2024-09-29,22:34:47,0.0,0.0
2024-09-29,22:34:47,0.0,0.0
2024-09-29,22:34:47,0.0,0.0
2024-09-29,22:34:47,0.0,0.0
2024-09-29,22:34:47,0.0,0.0
2024-09-29,22:34:48,0.0,0.0
2024-09-29,22:34:48,0.0,0.0
2024-09-29,22:34:48,0.0,0.0
2024-09-29,22:34:48,0.0,0.0
2024-09-29,22:34:48,0.0,0.0
2024-09-29,22:34:49,0.0,0.0
2024-09-29,22:34:49,0.0,0.0
2024-09-29,22:34:49,0.0,0.0
2024-09-29,22:34:49,0.0,0.0
2024-09-29,22:34:50,0.0,0.0
2024-09-29,22:34:50,0.0,0.0
2024-09-29,22:34:50,0.0,0.0
2024-09-29,22:34:54,0.0,0.0
2024-09-29,22:34:54,0.0,0.0
2024-09-29,22:34:54,0.0,0.0
2024-09-29,22:34:55,0.0,0.0
2024-09-29,22:34:55,0.0,0.0
2024-09-29,22:34:55,0.0,0.0
2024-09-29,22:34:55,0.0,0.0
2024-09-29,22:34:55,0.0,0.0
2024-09-29,22:34:56,0.0,0.0
2024-09-29,22:34:56,0.0,0.0
2024-09-29,22:34:56,0.0,0.0
2024-09-29,22:34:56,0.0,0.0
2024-09-29,22:34:56,0.0,0.0
2024-09-29,22:34:57,0.0,0.0
2024-09-29,22:34:57,0.0,0.0
2024-09-29,22:34:57,0.0,0.0
2024-09-29,22:34:57,0.0,0.0
2024-09-29,22:34:57,0.0,0.0
2024-09-29,22:34:58,0.0,0.0
2024-09-29,22:34:58,0.0,0.0
2024-09-29,22:34:58,0.0,0.0
2024-09-29,22:34:58,0.0,0.0
2024-09-29,22:34:59,0.0,0.0
2024-09-29,22:34:59,0.0,0.0
2024-09-29,22:34:59,0.0,0.0
2024-09-29,22:34:59,0.0,0.0
2024-09-29,22:34:59,0.0,0.0
2024-09-29,22:35:00,0.0,0.0
2024-09-29,22:35:00,0.0,0.0
2024-09-29,22:35:00,0.0,0.0
2024-09-29,22:35:00,0.0,0.0
2024-09-29,22:35:00,0.0,0.0
2024-09-29,22:35:01,0.0,0.0
2024-09-29,22:35:01,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:53,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:54,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:55,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:49,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:50,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:51,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
2024-09-29,22:42:52,0.0,0.0
