Fecha,Hora,ID_1,Valor_1,ID_2,Valor_2
2024-09-29,20:14:46,1,0.0,2,0.0
2024-09-29,20:14:46,1,0.0,2,0.0
2024-09-29,20:14:46,1,0.0,2,0.0
2024-09-29,20:14:46,1,0.0,2,0.0
2024-09-29,20:14:46,1,0.0,2,0.0
2024-09-29,20:14:47,1,0.0,2,0.0
2024-09-29,20:14:47,1,0.0,2,0.0
2024-09-29,20:14:47,1,0.0,2,0.0
2024-09-29,20:14:47,1,0.0,2,0.0
2024-09-29,20:14:48,1,0.0,2,0.0
2024-09-29,20:14:48,1,0.0,2,0.0
2024-09-29,20:14:48,1,0.0,2,0.0
2024-09-29,20:14:48,1,0.0,2,0.0
2024-09-29,20:14:48,1,0.0,2,0.0
2024-09-29,20:14:53,1,0.0,2,5.0
2024-09-29,20:14:53,1,0.0,2,5.0
2024-09-29,20:14:53,1,0.0,2,5.0
2024-09-29,20:14:53,1,0.0,2,5.0
2024-09-29,20:14:53,1,0.0,2,5.0
2024-09-29,20:14:54,1,0.0,2,5.0
2024-09-29,20:14:54,1,0.0,2,5.0
2024-09-29,20:14:54,1,0.0,2,5.0
2024-09-29,20:14:54,1,0.0,2,0.0
2024-09-29,20:14:55,1,0.0,2,0.0
2024-09-29,20:14:55,1,0.0,2,4.87
2024-09-29,20:14:55,1,0.0,2,5.0
2024-09-29,20:14:55,1,0.0,2,0.0
2024-09-29,20:14:55,1,0.0,2,0.0
2024-09-29,20:14:56,1,0.0,2,5.0
2024-09-29,20:14:56,1,0.0,2,0.0
2024-09-29,20:14:56,1,0.0,2,0.0
2024-09-29,20:14:56,1,0.0,2,0.0
2024-09-29,20:14:57,1,0.0,2,0.0
2024-09-29,20:14:57,1,0.0,2,0.0
2024-09-29,20:14:57,1,0.0,2,0.0
2024-09-29,20:14:57,1,0.0,2,5.0
2024-09-29,20:14:57,1,0.0,2,5.0
2024-09-29,20:14:58,1,0.0,2,0.0
2024-09-29,20:14:58,1,0.0,2,0.0
2024-09-29,20:14:58,1,0.0,2,0.0
2024-09-29,20:14:58,1,0.0,2,0.0
2024-09-29,20:14:59,1,0.0,2,0.0
2024-09-29,20:14:59,1,0.0,2,0.0
2024-09-29,20:14:59,1,0.0,2,0.0
2024-09-29,20:15:03,1,0.0,2,0.0
2024-09-29,20:15:03,1,0.0,2,0.0
2024-09-29,20:15:03,1,0.0,2,0.0
2024-09-29,20:15:04,1,0.0,2,0.0
2024-09-29,20:15:04,1,0.0,2,0.0
2024-09-29,20:15:04,1,0.0,2,0.0
2024-09-29,20:15:04,1,0.0,2,0.0
2024-09-29,20:15:05,1,0.0,2,0.0
2024-09-29,20:15:05,1,0.0,2,0.0
2024-09-29,20:15:05,1,0.0,2,0.0
2024-09-29,20:15:05,1,0.0,2,0.0
2024-09-29,20:15:05,1,0.0,2,0.0
2024-09-29,20:15:06,1,0.0,2,0.0
2024-09-29,20:15:06,1,0.0,2,0.0
2024-09-29,20:15:06,1,0.0,2,0.0
2024-09-29,20:15:06,1,0.0,2,0.0
2024-09-29,20:15:07,1,0.0,2,0.0
2024-09-29,20:15:07,1,0.0,2,0.0
2024-09-29,20:15:07,1,0.0,2,0.0
2024-09-29,20:15:07,1,0.0,2,0.0
2024-09-29,20:15:07,1,0.0,2,0.0
2024-09-29,20:15:08,1,0.0,2,0.0
2024-09-29,20:15:08,1,0.0,2,0.0
2024-09-29,20:15:08,1,0.0,2,0.0
2024-09-29,20:15:08,1,0.0,2,0.0
2024-09-29,20:15:09,1,0.0,2,0.0
2024-09-29,20:15:09,1,0.0,2,0.0
2024-09-29,20:15:09,1,0.0,2,0.0
2024-09-29,20:15:09,1,0.0,2,0.0
2024-09-29,20:15:09,1,0.0,2,0.0
