Fecha,Hora,ID_1,Valor_1,ID_2,Valor_2
2024-09-29,20:14:26,1,0.0,2,0.0
2024-09-29,20:14:26,1,0.0,2,0.0
2024-09-29,20:14:26,1,0.0,2,0.0
2024-09-29,20:14:26,1,0.0,2,0.0
2024-09-29,20:14:26,1,0.0,2,0.0
2024-09-29,20:14:27,1,0.0,2,0.0
2024-09-29,20:14:27,1,0.0,2,0.0
2024-09-29,20:14:27,1,0.0,2,0.0
2024-09-29,20:14:27,1,0.0,2,0.0
2024-09-29,20:14:28,1,0.0,2,0.0
2024-09-29,20:14:17,1,0.0,2,0.0
2024-09-29,20:14:17,1,0.0,2,0.0
2024-09-29,20:14:18,1,0.0,2,0.0
2024-09-29,20:14:18,1,0.0,2,0.0
2024-09-29,20:14:18,1,0.0,2,0.0
2024-09-29,20:14:18,1,0.0,2,0.0
2024-09-29,20:14:18,1,0.0,2,0.0
2024-09-29,20:14:19,1,0.0,2,0.0
2024-09-29,20:14:19,1,0.0,2,0.0
2024-09-29,20:14:19,1,0.0,2,0.0
2024-09-29,20:14:19,1,0.0,2,0.0
2024-09-29,20:14:20,1,0.0,2,0.0
2024-09-29,20:14:20,1,0.0,2,0.0
2024-09-29,20:14:20,1,0.0,2,0.0
2024-09-29,20:14:20,1,0.0,2,0.0
2024-09-29,20:14:20,1,0.0,2,0.0
2024-09-29,20:14:21,1,0.0,2,0.0
2024-09-29,20:14:21,1,0.0,2,0.0
2024-09-29,20:14:21,1,0.0,2,0.0
2024-09-29,20:14:21,1,0.0,2,0.0
2024-09-29,20:14:32,1,0.0,2,0.0
2024-09-29,20:14:32,1,0.0,2,0.0
2024-09-29,20:14:32,1,0.0,2,0.0
2024-09-29,20:14:32,1,0.0,2,0.0
2024-09-29,20:14:32,1,0.0,2,0.0
2024-09-29,20:14:33,1,0.0,2,0.0
2024-09-29,20:14:33,1,0.0,2,0.0
2024-09-29,20:14:33,1,0.0,2,0.0
2024-09-29,20:14:33,1,0.0,2,0.0
2024-09-29,20:14:34,1,0.0,2,0.0
2024-09-29,20:14:34,1,0.0,2,0.0
2024-09-29,20:14:34,1,0.0,2,0.0
2024-09-29,20:14:34,1,0.0,2,0.0
2024-09-29,20:14:34,1,0.0,2,0.0
2024-09-29,20:14:35,1,0.0,2,0.0
2024-09-29,20:14:35,1,0.0,2,0.0
2024-09-29,20:14:35,1,0.0,2,0.0
2024-09-29,20:14:35,1,0.0,2,0.0
2024-09-29,20:14:36,1,0.0,2,0.0
2024-09-29,20:14:36,1,0.0,2,0.0
2024-09-29,20:14:36,1,0.0,2,0.0
2024-09-29,20:14:36,1,0.0,2,0.0
2024-09-29,20:14:36,1,0.0,2,0.0
2024-09-29,20:14:37,1,0.0,2,0.0
2024-09-29,20:14:37,1,0.0,2,0.0
2024-09-29,20:14:37,1,0.0,2,0.0
2024-09-29,20:14:37,1,0.0,2,0.0
2024-09-29,20:14:38,1,0.0,2,0.0
2024-09-29,20:14:38,1,0.0,2,0.0
2024-09-29,20:14:38,1,0.0,2,0.0
2024-09-29,20:14:42,1,0.0,2,0.0
2024-09-29,20:14:42,1,0.0,2,0.0
2024-09-29,20:14:42,1,0.0,2,0.0
2024-09-29,20:14:43,1,0.0,2,0.0
2024-09-29,20:14:43,1,0.0,2,0.0
2024-09-29,20:14:43,1,0.0,2,0.0
2024-09-29,20:14:43,1,0.0,2,0.0
2024-09-29,20:14:44,1,0.0,2,0.0
2024-09-29,20:14:44,1,0.0,2,0.0
2024-09-29,20:14:44,1,0.0,2,0.0
2024-09-29,20:14:44,1,0.0,2,0.0
2024-09-29,20:14:44,1,0.0,2,0.0
2024-09-29,20:14:45,1,0.0,2,0.0
2024-09-29,20:14:45,1,0.0,2,0.0
2024-09-29,20:14:45,1,0.0,2,0.0
2024-09-29,20:14:45,1,0.0,2,0.0
